id,published,labeler,taskID,value,offset_from,offset_to,content
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,FACT,DESTROYED_HOUSING,1076.0,1184.0,"Hundreds of houses, three bridges and a Twin Otter airplane parked at the airport were damaged by the floods"
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,FACT,DESTROYED_HOUSING,748.0,771.0,the rubble of his house
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,FACT,DESTROYED_HOUSING,235.0,250.0,collapsed house
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,CAUSE,DISASTER,0.0,56.0,Flash floods and landslides triggered by torrential rain
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,CAUSE,DISASTER,0.0,56.0,Flash floods and landslides triggered by torrential rain
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,CAUSE,DISASTER,1178.0,1185.0,floods.
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,CAUSE,DISASTER,415.0,428.0,flash floods 
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,QUANTITY,PERSON,163.0,178.0,"more than 4,000"
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,QUANTITY,BUILDING_STRUCTURE,1076.0,1094.0,Hundreds of houses
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,QUANTITY,BUILDING_STRUCTURE,766.0,771.0,house
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,QUANTITY,BUILDING_STRUCTURE,245.0,250.0,house
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,96.0,102.0,Papua 
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,60.0,69.0,Indonesia
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,389.0,396.0,Sentani
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,DATE,START_DATE_FLOW_0,436.0,444.0,Saturday
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,DATE,DATE_STOCK_0,197.0,202.0,today
EN2478039,"(2019, 3, 6, 'WED')",Clementine Andre,TYPE,NEWS,,,
EN2478039,"(2019, 3, 6, 'WED')",Clementine Andre,FACT,EVACUATED,709.0,762.0,"3,500 people were evacuated from Daesh-held territory"
EN2478039,"(2019, 3, 6, 'WED')",Clementine Andre,CAUSE,CONFLICT,26.0,35.0,fighters 
EN2478039,"(2019, 3, 6, 'WED')",Clementine Andre,CAUSE,CONFLICT,229.0,236.0,assault
EN2478039,"(2019, 3, 6, 'WED')",Clementine Andre,QUANTITY,PERSON,709.0,721.0,"3,500 people"
EN2478039,"(2019, 3, 6, 'WED')",Clementine Andre,LOCATION_ORIGIN,COUNTRY_O_0,174.0,179.0,Syria
EN2478039,"(2019, 3, 6, 'WED')",Clementine Andre,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,67.0,74.0,Baghouz
EN2478039,"(2019, 3, 6, 'WED')",Marta Lindstrom,TYPE,NEWS,,,
EN2478039,"(2019, 3, 6, 'WED')",Marta Lindstrom,FACT,EVACUATED,690.0,829.0,"On Tuesday alone, ""3,500 people were evacuated from Daesh-held territory"", said SDF spokesman Mustefa Bali, using an Arabic acronym for IS."
EN2478039,"(2019, 3, 6, 'WED')",Marta Lindstrom,FACT,FORCED_TO_FLEE,924.0,1132.0,"Around 10 percent of the 57,000 people who have fled IS's last bastion since December were jihadists trying to slip back into civilian life, SDF officers and the Syrian Observatory for Human Rights have said."
EN2478039,"(2019, 3, 6, 'WED')",Marta Lindstrom,CAUSE,CONFLICT,742.0,747.0,Daesh
EN2478039,"(2019, 3, 6, 'WED')",Marta Lindstrom,CAUSE,CONFLICT,977.0,980.0,IS'
EN2478039,"(2019, 3, 6, 'WED')",Marta Lindstrom,CAUSE,CONFLICT,1015.0,1025.0,jihadists 
EN2478039,"(2019, 3, 6, 'WED')",Marta Lindstrom,QUANTITY,PERSON,709.0,721.0,"3,500 people"
EN2478039,"(2019, 3, 6, 'WED')",Marta Lindstrom,QUANTITY,PERSON,949.0,955.0,"57,000"
EN2478039,"(2019, 3, 6, 'WED')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,174.0,179.0,Syria
EN2478039,"(2019, 3, 6, 'WED')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,67.0,75.0,Baghouz 
EN2478039,"(2019, 3, 6, 'WED')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,1086.0,1091.0,Syria
EN2478039,"(2019, 3, 6, 'WED')",Marta Lindstrom,DATE,START_DATE_FLOW_0,692.0,700.0, Tuesday
EN2478039,"(2019, 3, 6, 'WED')",Marta Lindstrom,DATE,END_DATE_FLOW_0,693.0,700.0,Tuesday
EN2478039,"(2019, 3, 6, 'WED')",Marta Lindstrom,DATE,START_DATE_FLOW_0,1001.0,1009.0,December
EN2478039,"(2019, 3, 6, 'WED')",Fabio Poletto,TYPE,NEWS,,,
EN2478039,"(2019, 3, 6, 'WED')",Fabio Poletto,FACT,EVACUATED,709.0,762.0,"3,500 people were evacuated from Daesh-held territory"
EN2478039,"(2019, 3, 6, 'WED')",Fabio Poletto,FACT,FORCED_TO_FLEE,948.0,1009.0," 57,000 people who have fled IS's last bastion since December"
EN2478039,"(2019, 3, 6, 'WED')",Fabio Poletto,FACT,EVACUATED,2934.0,3014.0,"More than 50,000 evacuees have been squeezed into the Kurdish-run camp of al-Hol"
EN2478039,"(2019, 3, 6, 'WED')",Fabio Poletto,FACT,RELIEF_CAMP,2934.0,3014.0,"More than 50,000 evacuees have been squeezed into the Kurdish-run camp of al-Hol"
EN2478039,"(2019, 3, 6, 'WED')",Fabio Poletto,CAUSE,CONFLICT,229.0,236.0,assault
EN2478039,"(2019, 3, 6, 'WED')",Fabio Poletto,QUANTITY,PERSON,709.0,721.0,"3,500 people"
EN2478039,"(2019, 3, 6, 'WED')",Fabio Poletto,QUANTITY,PERSON,949.0,962.0,"57,000 people"
EN2478039,"(2019, 3, 6, 'WED')",Fabio Poletto,QUANTITY,PERSON,2934.0,2950.0,"More than 50,000"
EN2478039,"(2019, 3, 6, 'WED')",Fabio Poletto,LOCATION_ORIGIN,OTHER_LOCATION_O_0,741.0,762.0, Daesh-held territory
EN2478039,"(2019, 3, 6, 'WED')",Fabio Poletto,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,67.0,74.0,Baghouz
EN2478039,"(2019, 3, 6, 'WED')",Fabio Poletto,DATE,START_DATE_FLOW_0,693.0,700.0,Tuesday
EN2581794,"(2019, 5, 10, 'FRI')",Clementine Andre,TYPE,NEWS,,,
EN2581794,"(2019, 5, 10, 'FRI')",Clementine Andre,FACT,DISPLACED,2073.0,2111.0, about 150 people have been displaced.
EN2581794,"(2019, 5, 10, 'FRI')",Clementine Andre,CAUSE,DISASTER,47.0,55.0,flooding
EN2581794,"(2019, 5, 10, 'FRI')",Clementine Andre,CAUSE,DISASTER,153.0,167.0,severe weather
EN2581794,"(2019, 5, 10, 'FRI')",Clementine Andre,CAUSE,DISASTER,385.0,415.0,heavy rain and flash flooding.
EN2581794,"(2019, 5, 10, 'FRI')",Clementine Andre,CAUSE,DISASTER,1366.0,1375.0,tornadoes
EN2581794,"(2019, 5, 10, 'FRI')",Clementine Andre,CAUSE,DISASTER,1338.0,1344.0,"winds,"
EN2581794,"(2019, 5, 10, 'FRI')",Clementine Andre,CAUSE,DISASTER,437.0,448.0,flash flood
EN2581794,"(2019, 5, 10, 'FRI')",Clementine Andre,CAUSE,DISASTER,668.0,678.0,rainstorms
EN2581794,"(2019, 5, 10, 'FRI')",Clementine Andre,QUANTITY,PERSON,2080.0,2090.0,150 people
EN2581794,"(2019, 5, 10, 'FRI')",Clementine Andre,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,307.0,312.0,Texas
EN2581794,"(2019, 5, 10, 'FRI')",Clementine Andre,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,314.0,323.0,Louisiana
EN2581794,"(2019, 5, 10, 'FRI')",Clementine Andre,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,328.0,338.0,Mississipp
EN2581794,"(2019, 5, 10, 'FRI')",Clementine Andre,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,729.0,736.0,Houston
EN2689081,"(2019, 7, 13, 'SAT')",Clementine Andre,TYPE,NEWS,,,
EN2689081,"(2019, 7, 13, 'SAT')",Clementine Andre,FACT,EVACUATED,428.0,461.0,"about 1,500 people were evacuated"
EN2689081,"(2019, 7, 13, 'SAT')",Clementine Andre,CAUSE,OTHER_CAUSE,82.0,95.0,blast furnace
EN2689081,"(2019, 7, 13, 'SAT')",Clementine Andre,CAUSE,OTHER_CAUSE,110.0,120.0,evacuation
EN2689081,"(2019, 7, 13, 'SAT')",Clementine Andre,QUANTITY,PERSON,433.0,446.0," 1,500 people"
EN2689081,"(2019, 7, 13, 'SAT')",Clementine Andre,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,163.0,175.0,Pennsylvania
EN2856414,"(2019, 10, 19, 'SAT')",Clementine Andre,TYPE,NEWS,,,
EN2856414,"(2019, 10, 19, 'SAT')",Clementine Andre,FACT,HOMELESS,473.0,531.0,a powerful October 2018 storm that left thousands homeless
EN2856414,"(2019, 10, 19, 'SAT')",Clementine Andre,CAUSE,DISASTER,497.0,502.0,storm
EN2856414,"(2019, 10, 19, 'SAT')",Clementine Andre,QUANTITY,PERSON,508.0,531.0,left thousands homeless
EN2856414,"(2019, 10, 19, 'SAT')",Clementine Andre,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,589.0,596.0,Florida
EN2856414,"(2019, 10, 19, 'SAT')",Clementine Andre,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,557.0,571.0,Panhandle city
EN2542037,"(2019, 4, 15, 'MON')",Clementine Andre,TYPE,NEWS,,,
EN2542037,"(2019, 4, 15, 'MON')",Clementine Andre,FACT,DISPLACED,207.0,257.0,"The clashes have displaced more than 18,000 people"
EN2542037,"(2019, 4, 15, 'MON')",Clementine Andre,CAUSE,CONFLICT,210.0,219.0, clashes 
EN2542037,"(2019, 4, 15, 'MON')",Clementine Andre,CAUSE,CONFLICT,60.0,69.0,offensive
EN2542037,"(2019, 4, 15, 'MON')",Clementine Andre,CAUSE,CONFLICT,369.0,377.0,Fighting
EN2542037,"(2019, 4, 15, 'MON')",Clementine Andre,QUANTITY,PERSON,244.0,257.0,"18,000 people"
EN2542037,"(2019, 4, 15, 'MON')",Clementine Andre,LOCATION_ORIGIN,COUNTRY_O_0,93.0,98.0,Libya
EN2542037,"(2019, 4, 15, 'MON')",Clementine Andre,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,433.0,441.0,Tripoli 
EN2742030,"(2019, 2, 12, 'TUE')",Clementine Andre,TYPE,NEWS,,,
EN2742030,"(2019, 2, 12, 'TUE')",Clementine Andre,FACT,DISPLACED,831.0,861.0,"displaced an estimated 250,000"
EN2742030,"(2019, 2, 12, 'TUE')",Clementine Andre,FACT,DESTROYED_HOUSING,878.0,915.0,"destruction of more than 85,000 homes"
EN2742030,"(2019, 2, 12, 'TUE')",Clementine Andre,CAUSE,DISASTER,275.0,287.0,Cyclone Gaja
EN2742030,"(2019, 2, 12, 'TUE')",Clementine Andre,CAUSE,DISASTER,433.0,447.0,cyclonic storm
EN2742030,"(2019, 2, 12, 'TUE')",Clementine Andre,QUANTITY,HOUSEHOLD,902.0,909.0," 85,000"
EN2742030,"(2019, 2, 12, 'TUE')",Clementine Andre,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,328.0,338.0,Tamil Nadu
EN2742030,"(2019, 2, 12, 'TUE')",Clementine Andre,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,515.0,595.0,"Nagapattinam, Cuddalore, Ramanathapuram, Thanjavur, Trichy, Tiruvarur, Dindigul,"
EN2742030,"(2019, 2, 12, 'TUE')",Clementine Andre,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,600.0,611.0,Pudukkottai
EN2742030,"(2019, 2, 12, 'TUE')",Clementine Andre,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,620.0,630.0,Puducherry
EN2564599,"(2019, 5, 1, 'WED')",Marta Lindstrom,TYPE,SUMMARY,,,
EN2564599,"(2019, 5, 1, 'WED')",Marta Lindstrom,FACT,REFUGEE,2149.0,2223.0,countries in the region that host hundreds of thousands of Syrian refugees
EN2564599,"(2019, 5, 1, 'WED')",Marta Lindstrom,CAUSE,CONFLICT,1013.0,1026.0,terror groups
EN2564599,"(2019, 5, 1, 'WED')",Marta Lindstrom,CAUSE,CONFLICT,62.0,65.0,war
EN2405582,"(2019, 1, 8, 'TUE')",Marta Lindstrom,TYPE,NEWS,,,
EN2405582,"(2019, 1, 8, 'TUE')",Marta Lindstrom,FACT,OTHER,1355.0,1471.0,"He had been exited (forcefully evicted) from the homeless shelter two weeks before, based on arbitrary and punitive…"
EN2677659,"(2019, 7, 7, 'SUN')",Marta Lindstrom,TYPE,NEWS,,,
EN2677659,"(2019, 7, 7, 'SUN')",Marta Lindstrom,FACT,EVACUATED,194.0,414.0,"City officials called on about 16,500 people to leave their homes in the Ostend area of Frankfurt on Sunday morning before emergency workers tackled the American bomb, which was found during construction work last month."
EN2677659,"(2019, 7, 7, 'SUN')",Marta Lindstrom,FACT,EVACUATED,416.0,492.0,Authorities had already moved some people out of a nursing home on Saturday.
EN2677659,"(2019, 7, 7, 'SUN')",Marta Lindstrom,CAUSE,CONFLICT,347.0,360.0,American bomb
EN2677659,"(2019, 7, 7, 'SUN')",Marta Lindstrom,QUANTITY,PERSON,219.0,238.0,"about 16,500 people"
EN2677659,"(2019, 7, 7, 'SUN')",Marta Lindstrom,QUANTITY,PERSON,446.0,458.0,some people 
EN2677659,"(2019, 7, 7, 'SUN')",Marta Lindstrom,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,282.0,291.0,Frankfurt
EN2677659,"(2019, 7, 7, 'SUN')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,267.0,273.0,Ostend
EN2772934,"(2019, 9, 3, 'TUE')",Clementine Andre,TYPE,N_A,,,
EN2772934,"(2019, 9, 3, 'TUE')",Clementine Andre,FACT,EVACUATED,1823.0,1891.0,400 foreign nationals were evacuated from the heavily protected site
EN2772934,"(2019, 9, 3, 'TUE')",Fabio Poletto,TYPE,NEWS,,,
EN2772934,"(2019, 9, 3, 'TUE')",Fabio Poletto,FACT,EVACUATED,1816.0,1891.0,around 400 foreign nationals were evacuated from the heavily protected site
EN2772934,"(2019, 9, 3, 'TUE')",Fabio Poletto,CAUSE,CONFLICT,238.0,275.0,A Taliban attack on a housing complex
EN2772934,"(2019, 9, 3, 'TUE')",Fabio Poletto,QUANTITY,PERSON,1816.0,1826.0,around 400
EN2772934,"(2019, 9, 3, 'TUE')",Fabio Poletto,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,335.0,340.0,Kabul
EN2772934,"(2019, 9, 3, 'TUE')",Marta Lindstrom,TYPE,NEWS,,,
EN2772934,"(2019, 9, 3, 'TUE')",Marta Lindstrom,FACT,EVACUATED,1816.0,1949.0,"around 400 foreign nationals were evacuated from the heavily protected site, located off a major road in an area of houses and shops."
EN2772934,"(2019, 9, 3, 'TUE')",Marta Lindstrom,CAUSE,CONFLICT,397.0,473.0,angered local residents who demanded the heavily fortified compound be moved
EN2772934,"(2019, 9, 3, 'TUE')",Marta Lindstrom,CAUSE,CONFLICT,1047.0,1085.0,the area has been attacked repeatedly 
EN2772934,"(2019, 9, 3, 'TUE')",Marta Lindstrom,CAUSE,CONFLICT,2327.0,2333.0,attack
EN2772934,"(2019, 9, 3, 'TUE')",Marta Lindstrom,QUANTITY,PERSON,1816.0,1844.0,around 400 foreign nationals
EN2772934,"(2019, 9, 3, 'TUE')",Marta Lindstrom,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,335.0,340.0,Kabul
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,TYPE,NEWS,,,
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,FACT,DISPLACED,252.0,452.0,"nearly 180,000 people have been displaced since the Turkish offensive began Oct. 9, including many who had previously been displaced from elsewhere in Syria during the country's protracted civil war. "
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,FACT,FORCED_TO_FLEE,452.0,631.0,"Most fled from the area around Syria's border with Turkey to towns further south, where they're now finding shelter in converted schools and in the homes of friends and relatives."
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,FACT,DISPLACED,823.0,896.0,"an estimated 80,000 children who are among those most recently displaced."
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,FACT,FORCED_TO_FLEE,1748.0,1808.0,"As of today [Oct. 24], it's around 180,000 people that fled."
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,FACT,FORCED_TO_FLEE,1986.0,2073.0,"Some of these people fled to shelters that have been opened for them, mostly in Hasakah"
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,FACT,SHELTERED,1986.0,2073.0,"Some of these people fled to shelters that have been opened for them, mostly in Hasakah"
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,FACT,FORCED_TO_FLEE,2138.0,2261.0,the majority of the people fled to the homes of relatives or friends and are being hosted in various towns and communities.
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,FACT,REFUGEE,2855.0,2916.0,"a small town that has just received maybe 40,000 extra people"
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,FACT,DISPLACED,4052.0,4123.0,"Out of these 180,000 displaced people, there are around 80,000 children"
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,FACT,DISPLACED,5264.0,5366.0,Many of the families who are displaced now have been displaced multiple times over the last few years.
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,FACT,DISPLACED,6606.0,6657.0,"about 180,000 people displaced over 10 or 12 days. "
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,FACT,DISPLACED,7117.0,7217.0,"And in the north, we already have more than 90,000 people who were living in displaced-persons camps"
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,CAUSE,CONFLICT,300.0,321.0,the Turkish offensive
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,CAUSE,CONFLICT,1598.0,1606.0,shelling
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,CAUSE,CONFLICT,1619.0,1628.0,air raids
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,QUANTITY,PERSON,252.0,273.0,"nearly 180,000 people"
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,QUANTITY,PERSON,836.0,851.0,"80,000 children"
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,QUANTITY,PERSON,452.0,457.0,Most 
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,QUANTITY,PERSON,1776.0,1798.0,"around 180,000 people "
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,QUANTITY,PERSON,1986.0,2006.0,Some of these people
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,QUANTITY,PERSON,2138.0,2164.0,the majority of the people
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,QUANTITY,PERSON,2890.0,2916.0," maybe 40,000 extra people"
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,QUANTITY,PERSON,4065.0,4072.0,"180,000"
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,QUANTITY,HOUSEHOLD,5264.0,5284.0,Many of the families
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,QUANTITY,PERSON,6606.0,6627.0,"about 180,000 people "
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,QUANTITY,PERSON,7151.0,7175.0,"more than 90,000 people "
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,99.0,117.0,northeastern Syria
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,483.0,488.0,Syria
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,DATE,START_DATE_FLOW_0,328.0,334.0,Oct. 9
EN2868287,"(2019, 10, 26, 'SAT')",Marta Lindstrom,DATE,DATE_STOCK_0,1761.0,1768.0,Oct. 24
EN2801117,"(2019, 9, 18, 'WED')",Marta Lindstrom,TYPE,BOTH,,,
EN2801117,"(2019, 9, 18, 'WED')",Marta Lindstrom,FACT,DISPLACED,2453.0,2611.0,“The 2017 hurricane season caused unprecedented levels of destruction across the Caribbean. Hundreds of thousands of people were left homeless and displaced.”
EN2801117,"(2019, 9, 18, 'WED')",Marta Lindstrom,FACT,HOMELESS,2453.0,2611.0,“The 2017 hurricane season caused unprecedented levels of destruction across the Caribbean. Hundreds of thousands of people were left homeless and displaced.”
EN2801117,"(2019, 9, 18, 'WED')",Marta Lindstrom,CAUSE,DISASTER,2463.0,2479.0,hurricane season
EN2801117,"(2019, 9, 18, 'WED')",Marta Lindstrom,QUANTITY,PERSON,2545.0,2576.0,Hundreds of thousands of people
EN2801117,"(2019, 9, 18, 'WED')",Marta Lindstrom,LOCATION_ORIGIN,OTHER_LOCATION_O_0,2534.0,2543.0,Caribbean
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,TYPE,NEWS,,,
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,FACT,EVACUATED,0.0,51.0,"Wildfire rages in northeastern Spain, 53 evacuated "
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,FACT,EVACUATED,102.0,213.0,"a wild fire in northeastern Spain that has burned over 5,500 hectares and forced the evacuation of 53 residents"
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,FACT,EVACUATED,640.0,819.0,"The Catalonia region of Spain has seen its biggest forest fire this year, with more than 1,200 hectares (3,000 acres) believed to have been burned and hundreds of people evacuated"
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,FACT,DESTROYED_HOUSING,640.0,819.0,"The Catalonia region of Spain has seen its biggest forest fire this year, with more than 1,200 hectares (3,000 acres) believed to have been burned and hundreds of people evacuated"
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,CAUSE,DISASTER,933.0,941.0,wildfire
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,CAUSE,DISASTER,104.0,113.0,wild fire
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,CAUSE,DISASTER,780.0,787.0,burned 
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,CAUSE,DISASTER,691.0,702.0,forest fire
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,QUANTITY,PERSON,1044.0,1056.0,53 residents
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,QUANTITY,PERSON,38.0,50.0,53 evacuated
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,QUANTITY,PERSON,201.0,213.0,53 residents
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,QUANTITY,PERSON,791.0,809.0,hundreds of people
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,958.0,963.0,Spain
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,945.0,963.0,northeastern Spain
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,117.0,135.0,northeastern Spain
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,644.0,660.0,Catalonia region
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,664.0,670.0,Spain 
EN2658706,"(2019, 6, 27, 'THU')",Marta Lindstrom,DATE,START_DATE_FLOW_0,911.0,919.0,Thursday
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,TYPE,BOTH,,,
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,FACT,FORCED_TO_FLEE,250.0,448.0,"mudslides are still possible Friday even after a damaging storm moved through California, trapping people in floodwaters, triggering a debris flow that destroyed homes, and forcing residents to flee"
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,FACT,DESTROYED_HOUSING,250.0,449.0,"mudslides are still possible Friday even after a damaging storm moved through California, trapping people in floodwaters, triggering a debris flow that destroyed homes, and forcing residents to flee "
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,FACT,EVACUATED,2364.0,2503.0,"Chris Parkman said it has been years since a storm so powerful has hit the hillside community, where at least 50 properties were evacuated."
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,FACT,EVACUATED,3274.0,3550.0,"he risk of flooding led officials to order people out of areas burned bare by a summer wildfire in the Santa Ana Mountains, with flash-flood warnings blanketing a huge swath east and south of Los Angeles. The evacuation orders were downgraded to flood warnings Thursday night."
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,FACT,EVACUATED,5345.0,5429.0,mandatory evacuations were ordered near the wildfire area in the Santa Ana Mountains
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,CAUSE,DISASTER,307.0,313.0, storm
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,CAUSE,DISASTER,359.0,396.0,"floodwaters, triggering a debris flow"
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,CAUSE,DISASTER,359.0,396.0,"floodwaters, triggering a debris flow"
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,CAUSE,DISASTER,2409.0,2414.0,storm
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,CAUSE,DISASTER,3285.0,3294.0,flooding 
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,CAUSE,DISASTER,499.0,515.0,powerful system 
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,CAUSE,DISASTER,561.0,565.0,rain
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,CAUSE,DISASTER,567.0,571.0,snow
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,CAUSE,DISASTER,576.0,581.0,wind 
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,CAUSE,DISASTER,2030.0,2039.0,mudslide 
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,CAUSE,DISASTER,2059.0,2073.0,uprooted trees
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,CAUSE,DISASTER,5389.0,5398.0,wildfire 
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,QUANTITY,PERSON,431.0,441.0,residents 
EN2451894,"(2019, 2, 15, 'FRI')",Marta Lindstrom,QUANTITY,BUILDING_STRUCTURE,2465.0,2487.0,at least 50 properties
